activation,trial,sigma,test_loss,test_acc
relu,0,0,0.02009075709098096,99.34000000000002
relu,0,1,0.039794328178907615,98.71140000000001
relu,0,2,0.13484217527008074,95.66460000000001
relu,0,3,0.36602685061775764,87.76459999999999
relu,0,4,0.7220231974200838,75.5386
relu,0,5,1.1119842088640117,62.038999999999994
relu,0,6,1.3872217529518587,52.2154
relu,0,7,1.5694889919013735,45.74360000000001
relu,0,8,1.7210344398553203,40.7994
relu,1,0,0.0349525614892048,98.81000000000002
relu,1,1,0.0501720397898775,98.4126
relu,1,2,0.1190184901661542,96.11920000000002
relu,1,3,0.37884815089689317,87.2112
relu,1,4,0.7625509781974137,74.06620000000001
relu,1,5,1.1459859757970092,60.876599999999996
relu,1,6,1.3841280897635562,52.10039999999999
relu,1,7,1.5977057922342022,44.78659999999999
relu,1,8,1.7226503897624412,40.6394
relu,2,0,0.03157535884201934,99.06999999999998
relu,2,1,0.044802321173290256,98.50880000000001
relu,2,2,0.10879099541532089,96.47460000000001
relu,2,3,0.45703902379674893,85.225
relu,2,4,0.7617450864451708,73.9528
relu,2,5,1.081484764015219,63.052600000000005
relu,2,6,1.3809800478835015,52.281600000000005
relu,2,7,1.6245711120830222,43.6496
relu,2,8,1.7248257126170357,39.812999999999995
relu,3,0,0.0205064122746642,99.29
relu,3,1,0.031917722130914344,98.9974
relu,3,2,0.1190943323476255,96.1274
relu,3,3,0.39221342620196614,86.7908
relu,3,4,0.7514254952217364,74.64439999999999
relu,3,5,1.1133821742967434,61.9004
relu,3,6,1.4106723780844623,51.4136
relu,3,7,1.5968746388262245,45.07980000000001
relu,3,8,1.796229443641225,37.6944
relu,4,0,0.03196377347495591,98.96
relu,4,1,0.042868880209974404,98.65639999999999
relu,4,2,0.14892243880080058,95.2964
relu,4,3,0.3628191409486636,87.8326
relu,4,4,0.73616052202738,74.8818
relu,4,5,1.1015932863419224,62.34
relu,4,6,1.378359788420853,52.501000000000005
relu,4,7,1.599332950069646,44.6554
relu,4,8,1.737439695983935,39.2956
relu,5,0,0.030222287765818288,99.05
relu,5,1,0.035404394204560735,98.7976
relu,5,2,0.11849772847297596,96.1342
relu,5,3,0.38553978280490564,87.03519999999999
relu,5,4,0.7266206672085319,75.29140000000001
relu,5,5,1.1322815791474787,61.2644
relu,5,6,1.381825567051104,52.38000000000001
relu,5,7,1.5841848943036074,44.954600000000006
relu,5,8,1.7311698697782625,39.967600000000004
relu,6,0,0.029585721111369975,99.04
relu,6,1,0.035537894227380525,98.84100000000001
relu,6,2,0.10781861832034684,96.4534
relu,6,3,0.4298940019660695,85.69760000000001
relu,6,4,0.7404664489645866,74.9122
relu,6,5,1.1331637655777536,61.2408
relu,6,6,1.411785977236025,51.19919999999999
relu,6,7,1.586572185883856,45.2188
relu,6,8,1.7507568564384608,39.1048
relu,7,0,0.026539703979330052,99.18999999999998
relu,7,1,0.0642802093018315,97.95519999999999
relu,7,2,0.15590678474453581,94.99019999999999
relu,7,3,0.4056327553819509,86.3176
relu,7,4,0.7514606399445017,74.468
relu,7,5,1.1220843294509657,61.41080000000001
relu,7,6,1.410854356091493,51.155800000000006
relu,7,7,1.5670919891603434,45.94999999999999
relu,7,8,1.750102576131274,39.0002
relu,8,0,0.03837797068638555,98.81999999999998
relu,8,1,0.04797470320728356,98.5584
relu,8,2,0.1301514899553093,95.7276
relu,8,3,0.3880076434140562,86.94539999999999
relu,8,4,0.7449143493393804,74.65
relu,8,5,1.1024385105728345,62.481399999999994
relu,8,6,1.4046029377211429,51.555400000000006
relu,8,7,1.640945016138113,42.78040000000001
relu,8,8,1.7861842874053178,37.891200000000005
relu,9,0,0.033475449348492725,98.85000000000002
relu,9,1,0.04702166047767849,98.43140000000001
relu,9,2,0.1139643710323722,96.3784
relu,9,3,0.3554627044388585,88.0324
relu,9,4,0.7624989684789802,74.1924
relu,9,5,1.1252625614670433,61.24920000000001
relu,9,6,1.3683131241039106,52.7776
relu,9,7,1.6742206925115766,42.447399999999995
relu,9,8,1.7698849672420767,38.2454
