epoch,train_loss,test_loss,accuracy
1,1.5757515659874968,1.3111251178820422,54.42
2,1.05500652890681,0.9526734310350601,67.31
3,0.8688218908008102,0.8370426181395343,70.62
4,0.7543693278604151,0.6866284667686292,76.54
5,0.6835683044951285,0.7136615465401085,75.49
6,0.6247583246978042,0.7199610578026742,75.37
7,0.5824312294459404,0.5759796226859852,80.28
8,0.5526411086701981,0.576985716250292,80.39
9,0.5192144954257913,0.6158149130405135,79.86
10,0.49390978838705346,0.48715968097850776,83.62
11,0.47805742473553514,0.5208299577615823,82.26
12,0.4676450503337414,0.468385412055216,84.17
13,0.44678236563187423,0.47174184840575906,83.41
14,0.4366435688894118,0.488664317567637,83.9
15,0.4211727903245965,0.5099796037765065,83.05
16,0.4092984393791622,0.5007737772479938,83.67
17,0.40135808574878956,0.4542982819353699,84.95
18,0.3931589896607277,0.4568490386958335,84.6
19,0.3894368864767387,0.4400857964139076,85.19
20,0.38216449983437045,0.4437901449810927,85.3
21,0.37465551585111473,0.44158431745258864,84.96
22,0.37334430324452,0.4121670461953825,86.13
23,0.364037510169589,0.3963586354901077,86.79
24,0.3580815065890322,0.3888623948879303,86.7
25,0.35417363317230777,0.4021500175356106,86.38
26,0.34611000962879346,0.41353074428002545,86.61
27,0.3487305147263705,0.4099443030015678,86.24
28,0.3392696434446156,0.4174325007257188,86.2
29,0.3407636765590714,0.4073267210820678,86.76
30,0.3374053512883308,0.3829884147093554,87.2
31,0.33114384211923764,0.4104424784327768,86.35
32,0.33257425162950743,0.4621279373480256,85.05
33,0.33128782565636405,0.40136385875143066,86.88
34,0.3244478243886662,0.35529283714142573,87.74
35,0.32323249874403104,0.3884253079534336,87.06
36,0.320362224298365,0.3795692338875145,87.47
37,0.31864717205429016,0.4070872978135279,86.3
38,0.31846805405624384,0.4131200234791276,86.17
39,0.3118793682559677,0.38401684350079035,87.13
40,0.312240996933959,0.38108460016691004,87.48
41,0.3113604917779298,0.36542217499890906,87.5
42,0.31206139254257503,0.3788186580322351,87.6
43,0.30613466338885714,0.39425707613206973,86.58
44,0.30826348064424436,0.38911974638890306,86.79
45,0.3017820661787487,0.3867568440118413,87.28
46,0.30021775867361244,0.3921485789072741,87.32
47,0.30360141012560377,0.4273257838312987,85.77
48,0.3043480851613652,0.431263236008632,85.69
49,0.2959042758778538,0.3900362681241552,87.25
50,0.2979831866767553,0.3868271932005882,87.09
51,0.29603132363551715,0.3718954394007944,87.71
52,0.29584531426963295,0.43590319317996884,85.79
53,0.2947732129746386,0.37859596131713524,87.18
54,0.2925621512657998,0.4093077659227286,86.93
55,0.2943982821901131,0.365735759875577,87.91
56,0.2912498622884988,0.3990355404509101,86.94
57,0.29063493163917986,0.45793003128592374,84.83
58,0.2929354967249324,0.3446468674832848,88.52
59,0.28904926757354416,0.3599421797664302,88.61
60,0.28333940179756534,0.4045276662726311,86.71
61,0.2876963511661953,0.3758238890937939,87.66
62,0.2867079073244044,0.37016109353417803,87.75
63,0.2864309687100713,0.3825165089338448,87.78
64,0.28646334747562324,0.3787115500990752,87.5
65,0.28432181442294585,0.37735124853006596,87.87
66,0.2841034918318472,0.36081325277021736,88.44
67,0.2869577599341607,0.42055644104435186,86.51
68,0.278870378185035,0.3924295941166058,87.62
69,0.2801609314558908,0.35682550718070594,88.81
70,0.2776931780330894,0.400040531708936,87.35
71,0.282727797003582,0.37348244111439227,88.12
72,0.28019575445014805,0.3675548501644924,88.04
73,0.27660119654539295,0.36354356078775063,88.21
74,0.2834724729590099,0.3882353693057018,87.29
75,0.27922546019410843,0.37983551156368983,88.06
76,0.2781898384280217,0.3858093916420724,87.64
77,0.27865977753001403,0.38117287806264916,87.86
78,0.2723729236294394,0.3861916537877101,87.33
79,0.275167831898574,0.3644246790249636,88.29
80,0.27560508597041944,0.48206387384302296,84.8
81,0.27871584251065695,0.36863387627586436,88.12
82,0.2745011223675421,0.36603071512120544,87.64
83,0.27353457522476116,0.36507214449203695,88.19
84,0.2722219152523733,0.34003765349555165,88.89
85,0.27349527206872126,0.4781257194128765,84.97
86,0.27228280889523,0.4027567149917032,87.04
87,0.2763583750590263,0.3999019828951283,86.88
88,0.27402814303327094,0.34391396782200806,88.83
89,0.2670392835288859,0.36507992674211026,88.38
90,0.27194325368651345,0.34590091589529803,88.45
91,0.2683140428455742,0.37418655519652516,87.71
92,0.27062570357033056,0.4157435419927737,86.71
93,0.27320210620417923,0.3537283525535255,88.38
94,0.269742930198417,0.4063213189506227,86.82
95,0.2693854655660784,0.3614100373474656,88.58
96,0.26914393774155154,0.3836836309949304,87.81
97,0.2676603845928026,0.43333478395346625,86.28
98,0.2668487452770895,0.3965296662726979,87.28
99,0.2670734572460127,0.41095457221292386,87.26
100,0.27032700729796955,0.4083900548470248,87.04
